,Index,JSON Data,Date,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
38,38,"{'coord': {'lon': -139.0333, 'lat': -9.8}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 77.2, 'feels_like': 78.01, 'temp_min': 77.2, 'temp_max': 77.2, 'pressure': 1015, 'humidity': 72, 'sea_level': 1015, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 20.29, 'deg': 84, 'gust': 22.39}, 'clouds': {'all': 13}, 'dt': 1660681188, 'sys': {'country': 'PF', 'sunrise': 1660663599, 'sunset': 1660706063}, 'timezone': -34200, 'id': 4020109, 'name': 'Atuona', 'cod': 200}",1660681188,Atuona,PF,-9.8,-139.0333,77.2,72.0,13.0,20.29
39,39,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
40,40,"{'coord': {'lon': -159.775, 'lat': -21.2078}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 71.65, 'feels_like': 70.83, 'temp_min': 71.65, 'temp_max': 71.65, 'pressure': 1022, 'humidity': 49}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 120, 'gust': 23.02}, 'clouds': {'all': 40}, 'dt': 1660680911, 'sys': {'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1660669281, 'sunset': 1660710335}, 'timezone': -36000, 'id': 4035715, 'name': 'Avarua', 'cod': 200}",1660680911,Avarua,CK,-21.2078,-159.775,71.65,49.0,40.0,11.5
41,41,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
42,42,"{'coord': {'lon': 144.3747, 'lat': 42.975}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 65.25, 'feels_like': 65.52, 'temp_min': 65.25, 'temp_max': 65.25, 'pressure': 1003, 'humidity': 86, 'sea_level': 1003, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 12.86, 'deg': 330, 'gust': 27.42}, 'clouds': {'all': 99}, 'dt': 1660681194, 'sys': {'country': 'JP', 'sunrise': 1660678204, 'sunset': 1660728216}, 'timezone': 32400, 'id': 2129376, 'name': 'Kushiro', 'cod': 200}",1660681194,Kushiro,JP,42.975,144.3747,65.25,86.0,99.0,12.86
43,43,"{'coord': {'lon': 81.1185, 'lat': 6.1241}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.97, 'feels_like': 79.56, 'temp_min': 77.97, 'temp_max': 77.97, 'pressure': 1010, 'humidity': 87, 'sea_level': 1010, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 10.63, 'deg': 254, 'gust': 18.23}, 'clouds': {'all': 98}, 'dt': 1660681196, 'sys': {'country': 'LK', 'sunrise': 1660696229, 'sunset': 1660740550}, 'timezone': 19800, 'id': 1244926, 'name': 'Hambantota', 'cod': 200}",1660681196,Hambantota,LK,6.1241,81.1185,77.97,87.0,98.0,10.63
44,44,"{'coord': {'lon': -53.4616, 'lat': -33.6971}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 56.25, 'feels_like': 54.39, 'temp_min': 56.25, 'temp_max': 56.25, 'pressure': 1011, 'humidity': 60, 'sea_level': 1011, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 7.87, 'deg': 337, 'gust': 15.97}, 'clouds': {'all': 0}, 'dt': 1660681152, 'sys': {'country': 'UY', 'sunrise': 1660644693, 'sunset': 1660683899}, 'timezone': -10800, 'id': 3443061, 'name': 'Chui', 'cod': 200}",1660681152,Chui,UY,-33.6971,-53.4616,56.25,60.0,0.0,7.87
45,45,"{'coord': {'lon': -17.3389, 'lat': 66.0449}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 47.66, 'feels_like': 46.94, 'temp_min': 47.66, 'temp_max': 47.66, 'pressure': 1015, 'humidity': 69, 'sea_level': 1015, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 3.09, 'deg': 58, 'gust': 3.33}, 'clouds': {'all': 7}, 'dt': 1660681200, 'sys': {'country': 'IS', 'sunrise': 1660625401, 'sunset': 1660685855}, 'timezone': 0, 'id': 2629833, 'name': 'Husavik', 'cod': 200}",1660681200,Husavik,IS,66.0449,-17.3389,47.66,69.0,7.0,3.09
46,46,"{'coord': {'lon': -109.9124, 'lat': 22.8909}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 87.46, 'feels_like': 100.06, 'temp_min': 84.18, 'temp_max': 88.61, 'pressure': 1012, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 170}, 'clouds': {'all': 75}, 'dt': 1660681165, 'sys': {'type': 2, 'id': 2004005, 'country': 'MX', 'sunrise': 1660654605, 'sunset': 1660701080}, 'timezone': -21600, 'id': 3985710, 'name': 'Cabo San Lucas', 'cod': 200}",1660681165,Cabo San Lucas,MX,22.8909,-109.9124,87.46,73.0,75.0,5.75
47,47,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
48,48,"{'coord': {'lon': -50.2056, 'lat': -30.1811}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 56.86, 'feels_like': 55.96, 'temp_min': 56.86, 'temp_max': 56.86, 'pressure': 1014, 'humidity': 79, 'sea_level': 1014, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 6.02, 'deg': 101, 'gust': 6.29}, 'clouds': {'all': 100}, 'dt': 1660681205, 'sys': {'country': 'BR', 'sunrise': 1660643633, 'sunset': 1660683397}, 'timezone': -10800, 'id': 3466165, 'name': 'Cidreira', 'cod': 200}",1660681205,Cidreira,BR,-30.1811,-50.2056,56.86,79.0,100.0,6.02
49,49,"{'coord': {'lon': -61.3881, 'lat': 15.3017}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 88.45, 'feels_like': 95.18, 'temp_min': 86.02, 'temp_max': 88.45, 'pressure': 1012, 'humidity': 58}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 140}, 'clouds': {'all': 40}, 'dt': 1660681207, 'sys': {'type': 1, 'id': 8762, 'country': 'DM', 'sunrise': 1660643467, 'sunset': 1660688929}, 'timezone': -14400, 'id': 3575635, 'name': 'Roseau', 'cod': 200}",1660681207,Roseau,DM,15.3017,-61.3881,88.45,58.0,40.0,5.75
50,50,"{'coord': {'lon': 178.4167, 'lat': 69.3833}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 36.93, 'feels_like': 31.01, 'temp_min': 36.93, 'temp_max': 36.93, 'pressure': 1018, 'humidity': 72, 'sea_level': 1018, 'grnd_level': 1017}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 111, 'gust': 11.56}, 'clouds': {'all': 13}, 'dt': 1660681209, 'sys': {'country': 'RU', 'sunrise': 1660663062, 'sunset': 1660727020}, 'timezone': 43200, 'id': 2123814, 'name': 'Leningradskiy', 'cod': 200}",1660681209,Leningradskiy,RU,69.3833,178.4167,36.93,72.0,13.0,7.72
51,51,"{'coord': {'lon': 21.7049, 'lat': 36.8197}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 78.66, 'feels_like': 79.84, 'temp_min': 78.66, 'temp_max': 83.21, 'pressure': 1013, 'humidity': 77, 'sea_level': 1013, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 11.01, 'deg': 328, 'gust': 17.11}, 'clouds': {'all': 0}, 'dt': 1660681211, 'sys': {'type': 1, 'id': 6621, 'country': 'GR', 'sunrise': 1660621860, 'sunset': 1660670658}, 'timezone': 10800, 'id': 257122, 'name': 'Methóni', 'cod': 200}",1660681211,Methóni,GR,36.8197,21.7049,78.66,77.0,0.0,11.01
52,52,"{'coord': {'lon': -71.3436, 'lat': -29.9533}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 60.53, 'feels_like': 59.43, 'temp_min': 60.53, 'temp_max': 60.53, 'pressure': 1014, 'humidity': 67}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 290}, 'clouds': {'all': 0}, 'dt': 1660681213, 'sys': {'type': 1, 'id': 8514, 'country': 'CL', 'sunrise': 1660648685, 'sunset': 1660688489}, 'timezone': -14400, 'id': 3893629, 'name': 'Coquimbo', 'cod': 200}",1660681213,Coquimbo,CL,-29.9533,-71.3436,60.53,67.0,0.0,13.8
53,53,"{'coord': {'lon': -90.7195, 'lat': 29.5958}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 94.68, 'feels_like': 107.28, 'temp_min': 93, 'temp_max': 96.01, 'pressure': 1014, 'humidity': 59}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 250}, 'clouds': {'all': 0}, 'dt': 1660681215, 'sys': {'type': 1, 'id': 4444, 'country': 'US', 'sunrise': 1660649492, 'sunset': 1660696982}, 'timezone': -18000, 'id': 4328010, 'name': 'Houma', 'cod': 200}",1660681215,Houma,US,29.5958,-90.7195,94.68,59.0,0.0,4.61
54,54,"{'coord': {'lon': 45.1264, 'lat': 43.7153}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 83.48, 'feels_like': 82.51, 'temp_min': 83.48, 'temp_max': 83.48, 'pressure': 1008, 'humidity': 38, 'sea_level': 1008, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 5.35, 'deg': 256, 'gust': 5.46}, 'clouds': {'all': 0}, 'dt': 1660681217, 'sys': {'country': 'RU', 'sunrise': 1660615487, 'sunset': 1660665789}, 'timezone': 10800, 'id': 555994, 'name': 'Ishcherskaya', 'cod': 200}",1660681217,Ishcherskaya,RU,43.7153,45.1264,83.48,38.0,0.0,5.35
55,55,"{'coord': {'lon': -57.6333, 'lat': -32.6833}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 60.19, 'feels_like': 58.35, 'temp_min': 60.19, 'temp_max': 60.19, 'pressure': 1010, 'humidity': 52, 'sea_level': 1010, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 7.67, 'deg': 353, 'gust': 13.69}, 'clouds': {'all': 0}, 'dt': 1660681219, 'sys': {'country': 'UY', 'sunrise': 1660645611, 'sunset': 1660684984}, 'timezone': -10800, 'id': 3439525, 'name': 'Young', 'cod': 200}",1660681219,Young,UY,-32.6833,-57.6333,60.19,52.0,0.0,7.67
56,56,"{'coord': {'lon': -62.9967, 'lat': -40.8135}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 53.6, 'feels_like': 49.6, 'temp_min': 53.6, 'temp_max': 53.6, 'pressure': 1001, 'humidity': 20, 'sea_level': 1001, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 14.27, 'deg': 249, 'gust': 23.44}, 'clouds': {'all': 1}, 'dt': 1660681221, 'sys': {'country': 'AR', 'sunrise': 1660647624, 'sunset': 1660685545}, 'timezone': -10800, 'id': 3832899, 'name': 'Viedma', 'cod': 200}",1660681221,Viedma,AR,-40.8135,-62.9967,53.6,20.0,1.0,14.27
57,57,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
58,58,"{'coord': {'lon': 168.8643, 'lat': -46.1927}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 46.83, 'feels_like': 46.83, 'temp_min': 46.83, 'temp_max': 46.83, 'pressure': 1015, 'humidity': 98, 'sea_level': 1015, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 1.99, 'deg': 71, 'gust': 3.49}, 'clouds': {'all': 99}, 'dt': 1660681224, 'sys': {'country': 'NZ', 'sunrise': 1660678931, 'sunset': 1660715736}, 'timezone': 43200, 'id': 6201424, 'name': 'Mataura', 'cod': 200}",1660681224,Mataura,NZ,-46.1927,168.8643,46.83,98.0,99.0,1.99
59,59,"{'coord': {'lon': 33.5403, 'lat': 46.3651}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 71.22, 'feels_like': 72.03, 'temp_min': 71.22, 'temp_max': 71.22, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 6.71, 'deg': 241, 'gust': 11.72}, 'clouds': {'all': 42}, 'dt': 1660681226, 'sys': {'country': 'UA', 'sunrise': 1660617932, 'sunset': 1660668905}, 'timezone': 10800, 'id': 710935, 'name': 'Chaplynka', 'cod': 200}",1660681226,Chaplynka,UA,46.3651,33.5403,71.22,85.0,42.0,6.71
60,60,"{'coord': {'lon': -70.9167, 'lat': -53.15}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 39.22, 'feels_like': 30.85, 'temp_min': 39.11, 'temp_max': 39.31, 'pressure': 986, 'humidity': 70}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 270}, 'clouds': {'all': 40}, 'dt': 1660681228, 'sys': {'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1660651077, 'sunset': 1660685892}, 'timezone': -10800, 'id': 3874787, 'name': 'Punta Arenas', 'cod': 200}",1660681228,Punta Arenas,CL,-53.15,-70.9167,39.22,70.0,40.0,14.97
61,61,"{'coord': {'lon': 45.934, 'lat': 61.5598}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 66.29, 'feels_like': 66, 'temp_min': 66.29, 'temp_max': 66.29, 'pressure': 1025, 'humidity': 72, 'sea_level': 1025, 'grnd_level': 1020}, 'visibility': 10000, 'wind': {'speed': 4.72, 'deg': 238, 'gust': 10.09}, 'clouds': {'all': 99}, 'dt': 1660681230, 'sys': {'country': 'RU', 'sunrise': 1660611887, 'sunset': 1660669002}, 'timezone': 10800, 'id': 542423, 'name': 'Krasnoborsk', 'cod': 200}",1660681230,Krasnoborsk,RU,61.5598,45.934,66.29,72.0,99.0,4.72
62,62,"{'coord': {'lon': 143.1667, 'lat': 51.8333}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 54.81, 'feels_like': 54.5, 'temp_min': 54.81, 'temp_max': 54.81, 'pressure': 1002, 'humidity': 96, 'sea_level': 1002, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 3.71, 'deg': 223, 'gust': 4.07}, 'clouds': {'all': 62}, 'dt': 1660681232, 'sys': {'country': 'RU', 'sunrise': 1660677260, 'sunset': 1660729740}, 'timezone': 39600, 'id': 2122783, 'name': 'Nogliki', 'cod': 200}",1660681232,Nogliki,RU,51.8333,143.1667,54.81,96.0,62.0,3.71
63,63,"{'coord': {'lon': -50.0119, 'lat': -24.7911}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 59.72, 'feels_like': 59.14, 'temp_min': 59.72, 'temp_max': 59.72, 'pressure': 1014, 'humidity': 80, 'sea_level': 1014, 'grnd_level': 902}, 'visibility': 10000, 'wind': {'speed': 8.79, 'deg': 211, 'gust': 14.47}, 'rain': {'1h': 0.6}, 'clouds': {'all': 100}, 'dt': 1660681234, 'sys': {'country': 'BR', 'sunrise': 1660643194, 'sunset': 1660683743}, 'timezone': -10800, 'id': 3466704, 'name': 'Castro', 'cod': 200}",1660681234,Castro,BR,-24.7911,-50.0119,59.72,80.0,100.0,8.79
64,64,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
65,65,"{'coord': {'lon': -73.414, 'lat': 41.3712}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 81.93, 'feels_like': 81.39, 'temp_min': 75.54, 'temp_max': 86.09, 'pressure': 1013, 'humidity': 40}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 60, 'gust': 20.71}, 'clouds': {'all': 20}, 'dt': 1660681237, 'sys': {'type': 2, 'id': 2004826, 'country': 'US', 'sunrise': 1660644231, 'sunset': 1660693938}, 'timezone': -14400, 'id': 5282297, 'name': 'Bethel', 'cod': 200}",1660681237,Bethel,US,41.3712,-73.414,81.93,40.0,20.0,11.5
66,66,"{'coord': {'lon': -121.9166, 'lat': 36.6177}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 63.36, 'feels_like': 63.05, 'temp_min': 55.09, 'temp_max': 84.34, 'pressure': 1010, 'humidity': 78}, 'visibility': 10000, 'wind': {'speed': 5.99, 'deg': 207, 'gust': 8.99}, 'clouds': {'all': 0}, 'dt': 1660681239, 'sys': {'type': 2, 'id': 2008282, 'country': 'US', 'sunrise': 1660656368, 'sunset': 1660705078}, 'timezone': -25200, 'id': 5380437, 'name': 'Pacific Grove', 'cod': 200}",1660681239,Pacific Grove,US,36.6177,-121.9166,63.36,78.0,0.0,5.99
67,67,"{'coord': {'lon': 168.3333, 'lat': -46.6}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.72, 'feels_like': 46.94, 'temp_min': 48.72, 'temp_max': 48.72, 'pressure': 1014, 'humidity': 94, 'sea_level': 1014, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 4.65, 'deg': 21, 'gust': 9.31}, 'clouds': {'all': 97}, 'dt': 1660681241, 'sys': {'country': 'NZ', 'sunrise': 1660679107, 'sunset': 1660715815}, 'timezone': 43200, 'id': 2206939, 'name': 'Bluff', 'cod': 200}",1660681241,Bluff,NZ,-46.6,168.3333,48.72,94.0,97.0,4.65
68,68,"{'coord': {'lon': 147.3294, 'lat': -42.8794}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 44.47, 'feels_like': 40.01, 'temp_min': 41.27, 'temp_max': 46.26, 'pressure': 1012, 'humidity': 96}, 'visibility': 1500, 'wind': {'speed': 8.05, 'deg': 290}, 'clouds': {'all': 75}, 'dt': 1660681218, 'sys': {'type': 2, 'id': 2002195, 'country': 'AU', 'sunrise': 1660683723, 'sunset': 1660721280}, 'timezone': 36000, 'id': 2163355, 'name': 'Hobart', 'cod': 200}",1660681218,Hobart,AU,-42.8794,147.3294,44.47,96.0,75.0,8.05
69,69,"{'coord': {'lon': -173.3, 'lat': 64.3833}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 44.71, 'feels_like': 39.88, 'temp_min': 44.37, 'temp_max': 44.71, 'pressure': 1014, 'humidity': 70}, 'visibility': 10000, 'wind': {'speed': 8.99, 'deg': 30, 'gust': 0}, 'clouds': {'all': 40}, 'dt': 1660681244, 'sys': {'type': 1, 'id': 8875, 'country': 'RU', 'sunrise': 1660750212, 'sunset': 1660808670}, 'timezone': 43200, 'id': 4031574, 'name': 'Provideniya', 'cod': 200}",1660681244,Provideniya,RU,64.3833,-173.3,44.71,70.0,40.0,8.99
70,70,"{'coord': {'lon': 145.575, 'lat': 43.3236}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 63.91, 'feels_like': 64.09, 'temp_min': 63.91, 'temp_max': 63.91, 'pressure': 1001, 'humidity': 87, 'sea_level': 1001, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 17.76, 'deg': 319, 'gust': 27.45}, 'clouds': {'all': 64}, 'dt': 1660681246, 'sys': {'country': 'JP', 'sunrise': 1660677875, 'sunset': 1660727969}, 'timezone': 32400, 'id': 2128975, 'name': 'Nemuro', 'cod': 200}",1660681246,Nemuro,JP,43.3236,145.575,63.91,87.0,64.0,17.76
71,71,"{'coord': {'lon': -134.9692, 'lat': -23.1203}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 73.56, 'feels_like': 73.9, 'temp_min': 73.56, 'temp_max': 73.56, 'pressure': 1021, 'humidity': 70, 'sea_level': 1021, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 18.81, 'deg': 72, 'gust': 19.84}, 'clouds': {'all': 7}, 'dt': 1660681248, 'sys': {'country': 'PF', 'sunrise': 1660663458, 'sunset': 1660704253}, 'timezone': -32400, 'id': 4030556, 'name': 'Rikitea', 'cod': 200}",1660681248,Rikitea,PF,-23.1203,-134.9692,73.56,70.0,7.0,18.81
72,72,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
73,73,"{'coord': {'lon': -37.6368, 'lat': 65.6145}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 46.56, 'feels_like': 41.7, 'temp_min': 46.56, 'temp_max': 46.56, 'pressure': 1009, 'humidity': 74, 'sea_level': 1009, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 10.18, 'deg': 50, 'gust': 17.05}, 'clouds': {'all': 100}, 'dt': 1660681252, 'sys': {'type': 1, 'id': 81, 'country': 'GL', 'sunrise': 1660630479, 'sunset': 1660690518}, 'timezone': -7200, 'id': 3424607, 'name': 'Tasiilaq', 'cod': 200}",1660681252,Tasiilaq,GL,65.6145,-37.6368,46.56,74.0,100.0,10.18
74,74,"{'coord': {'lon': -46.05, 'lat': 60.9167}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 46.62, 'feels_like': 41.86, 'temp_min': 46.62, 'temp_max': 46.62, 'pressure': 1002, 'humidity': 96, 'sea_level': 1002, 'grnd_level': 999}, 'visibility': 7726, 'wind': {'speed': 9.93, 'deg': 243, 'gust': 13.15}, 'rain': {'1h': 0.92}, 'clouds': {'all': 100}, 'dt': 1660681253, 'sys': {'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1660634199, 'sunset': 1660690837}, 'timezone': -7200, 'id': 3421719, 'name': 'Narsaq', 'cod': 200}",1660681253,Narsaq,GL,60.9167,-46.05,46.62,96.0,100.0,9.93
75,75,"{'coord': {'lon': -75.4557, 'lat': 43.2128}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 80.58, 'feels_like': 81.12, 'temp_min': 77.83, 'temp_max': 83.68, 'pressure': 1017, 'humidity': 48}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 80}, 'rain': {'1h': 0.21}, 'clouds': {'all': 100}, 'dt': 1660681203, 'sys': {'type': 1, 'id': 5681, 'country': 'US', 'sunrise': 1660644510, 'sunset': 1660694638}, 'timezone': -14400, 'id': 5134295, 'name': 'Rome', 'cod': 200}",1660681203,Rome,US,43.2128,-75.4557,80.58,48.0,100.0,5.75
76,76,"{'coord': {'lon': 71.6433, 'lat': 48.6814}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 58.35, 'feels_like': 55.9, 'temp_min': 58.35, 'temp_max': 58.35, 'pressure': 1018, 'humidity': 43, 'sea_level': 1018, 'grnd_level': 962}, 'visibility': 10000, 'wind': {'speed': 7.4, 'deg': 58, 'gust': 13.8}, 'clouds': {'all': 0}, 'dt': 1660681257, 'sys': {'country': 'KZ', 'sunrise': 1660694936, 'sunset': 1660746391}, 'timezone': 21600, 'id': 1526041, 'name': 'Atasū', 'cod': 200}",1660681257,Atasū,KZ,48.6814,71.6433,58.35,43.0,0.0,7.4
77,77,"{'coord': {'lon': -78.1522, 'lat': -10.0681}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 67.28, 'feels_like': 66.99, 'temp_min': 67.28, 'temp_max': 67.28, 'pressure': 1012, 'humidity': 70, 'sea_level': 1012, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 13.02, 'deg': 190, 'gust': 12.91}, 'clouds': {'all': 4}, 'dt': 1660681259, 'sys': {'country': 'PE', 'sunrise': 1660649007, 'sunset': 1660691435}, 'timezone': -18000, 'id': 3939168, 'name': 'Huarmey', 'cod': 200}",1660681259,Huarmey,PE,-10.0681,-78.1522,67.28,70.0,4.0,13.02
78,78,"{'coord': {'lon': 161.9205, 'lat': -10.4544}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 79.32, 'feels_like': 79.32, 'temp_min': 79.32, 'temp_max': 79.32, 'pressure': 1012, 'humidity': 81, 'sea_level': 1012, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 7.58, 'deg': 5, 'gust': 11.92}, 'clouds': {'all': 14}, 'dt': 1660681261, 'sys': {'country': 'SB', 'sunrise': 1660677804, 'sunset': 1660720195}, 'timezone': 39600, 'id': 2178753, 'name': 'Kirakira', 'cod': 200}",1660681261,Kirakira,SB,-10.4544,161.9205,79.32,81.0,14.0,7.58
